Name,Business Type,Company Type,Ships To,Mailing Address,City,State,Zip,Phone,Fax,Email,Website,Description,Supply Categories,Slug
Fall Creek Farm & Nursery Inc.,Grower,Plants,"Northeast, Upper Midwest, Mid-Atlantic, Southeast & Gulf, Southwest, Pacific Northwest, Canada, Europe",,,,,541-937-2973,541-937-3373,blueberries@fallcreeknursery.com,https://www.fallcreeknursery.com/nurseries/varieties,"Fall Creek is a blueberry breeding and nursery company serving commercial fruit growers and nurseries worldwide. With an expansive variety portfolio, and array of product sizes all originating from tissue culture and technical grower support, Fall Creek can help nurseries and growers maximize the success of their blueberry programs.",,fall-creek-farm-nursery-inc
Farm Family,Allied Service or Supplier,,,"Farm Family, 29583 SW Beaumont Ave., Wilsonville, OR 97070",Wilsonville,OR,97070,503-949-0483,,dionne.miller@americannational.com,http://www.americannational.com,"Agricultural, commercial, life and personal lines insurance company. American National offers a broad variety of life insurance, retirement annuities, accident and health insurance, pension plan products and services, credit insurance, and property/casualty insurance for personal lines, agribusiness and targeted commercial exposures. Products are distributed through career agents, independent marketing organizations and multiple line exclusive agents as well as direct distribution channels.",Agricultural Insurance; Business Insurance; Farm Insurance; Insurance Services; Life Insurance; Personal Home and Auto Insurance; Property and Casualty Insurance,farm-family
Farm-ng,Allied Service or Supplier,,,"Farm-ng, 17 Hangar Way, Watsonville, CA 95076",Watsonville,CA,95076,805-218-7028,,nathan@farm-ng.com,http://www.farm-ng.com,,,farm-ng
Farmington Gardens,Garden Center,,,,,,,503-649-4568,503-649-4540,info@farmingtongardens.com,http://www.farmingtongardens.com/,"A charming garden center and gift shop with friendly, knowledgeable staff, extensive plants and outdoor living essentials for all seasons. We are just a short drive down Farmington Road in Beaverton, with the selections you need because we’re growing for you.",,farmington-gardens
Farwest Show,,,,,,,,503-682-5089,503-682-5099,farwest@oan.org,http://www.farwestshow.com/,"The Biggest Green Industry Show in the WestFarwest offers the complete trade show experience.With over 300 exhibitors, Farwest is your ticket to the nursery and retail garden center industry. Whether you're a grower, retailer, wholesale buyer, supplier, or a landscape professional, you will find a host of new ideas to increase efficiency, sales and profitability.Upcoming Show Dates:2025: August 20-22at the Oregon Convention Center in Portland, Oregon. VisitFarwestShow.comfor more info.",HORTICULTURAL MARKETING; MARKETING; MULTI-MEDIA MARKETING,farwest-show
Fawn Meadow Farm LLC,Grower,,"Rocky Mountain, Southeast & Gulf, Pacific Northwest","Fawn Meadow Farm LLC, 40780 Clipfell Ln., Lyons, OR 97358-9511",Lyons,OR,97358-9511,503-580-5852,503-859-2569,bev@fawnmeadowfarm.com,http://www.fawnmeadowfarm.com/,"Grower of containerized shade, ornamental trees, boxwood and arborvitae for commercial and residential landscaping. Showcase design assistance available through Gardens Year Round.",,fawn-meadow-farm-llc
Ferris Nursery,Grower,,,,,,,541-270-3786,,rennieferris@gmail.com,,Large quantities available.,,ferris-nursery
Fessler Nursery Co.,"Grower, Greenhouse",,,"Fessler Nursery Co., 12666 Monitor-McKee Rd. NE, Woodburn, OR 97071-8846",Woodburn,OR,97071-8846,503-634-2448,503-634-2866,marvin@fesslernursery.com,http://www.fesslernursery.com/,"Founded in 1960, family owned and operated, Fessler Nursery is a place where you can find beautiful hanging baskets, quality spring bedding plants, tropical house plants, and seasonal poinsettias. We serve primarily wholesale customers, however our greenhouses are open to the public from April through June for retail business.",,fessler-nursery-co
First Step Greenhouses,Grower,,,"First Step Greenhouses, 43315 Calle Rocinante, Temecula, CA 92592",Temecula,CA,92592,866-697-5847,,fred.ceballos@firststepgreenhouses.com,,,,first-step-greenhouses
Fischer Mill Supply Inc.,"Allied Service or Supplier, Garden Center",,Pacific Northwest,,,,,503-631-3411,503-631-3479,info@fischermill.com,http://www.fischermill.com/,"Established in 1889, Fischer Mill Supply, Inc. is a
fifth-generation, family-owned and operated farm equipment dealership located
just 10 miles east of Oregon City. We proudly serve Clackamas County and
surrounding areas, offering new and used tractors, implements, and farm
supplies from Massey Ferguson, KIOTI, Vermeer, Woods Equipment, Cub Cadet,
Braber, Wallenstein, DeWalt, and more! Visit us for new and used equipment
sales, service and repair, parts, hardware, livestock feed, and fencing
supplies. Trusted for over 130 years, we’re Oregon’s one-stop farm supply store
for reliable equipment and expert service!",Agriculture and Landscape Equipment,fischer-mill-supply-inc
Fisher Farms,"Nursery, Grower",Plants,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada",,,,,503-985-7561,503-985-3495,sales@fisherfarms.com,http://www.fisherfarms.com/,"Fisher Farms is a wholesale nursery dedicated to growing quality, consistent, and reliable plants for independent garden centers, re‑wholesalers, landscape distributors, landscapers, and custom grow partners. As a Proven Winners® Gold Key Grower and a licensed producer for several leading brands, we offer a diverse and dependable plant palette—including containerized ornamental deciduous and broadleaf evergreen shrubs, grasses, perennials, and select conifers.",,fisher-farms
Fisher's Supply Inc.,Allied Service or Supplier,,Pacific Northwest,"Fisher's Supply Inc., 659 SW 1st Ave., Canby, OR 97013-3821",Canby,OR,97013-3821,503-263-8557,503-263-8369,fishers@canby.com,http://www.fisherssupply.com/,"Located in Canby, Oregon, Fisher's             Supply has been providing all your pump, irrigation, and water             treatment needs for over 25 years. With a complete pump service crew             for installs and service, a water treatment crew for install and             service, irrigation design, in house and on site fabrication, and a             knowledgeable staff, no job is too big or too small.",Irrigation Systems Consulting,fishers-supply-inc
Five Oak Farms LLC,Grower,,,"Five Oak Farms LLC, 7705 HAZELGREEN RD NE, SALEM, OR 97305",SALEM,OR,97305,503-399-9171,,denniskelleyfof@hotmail.com,,,,five-oak-farms-llc
Fleming Nursery Sales Inc.,Grower,,"Rocky Mountain, Southwest, Pacific Northwest","Fleming Nursery Sales Inc., PO Box 159, Woodburn, OR 97071",Woodburn,OR,97071,503-982-8178,503-982-8191,trees@flemingnursery.net,http://www.flemingnursery.net/,,,fleming-nursery-sales-inc
Flier Systems USA,Allied Service or Supplier,,,"Flier Systems USA, 3939 Royal Dr. NW, Ste. 131, Kennesaw, GA 30144",Kennesaw,GA,30144,470-308-7865,,m.vanderwaal@fliersystems.com,,,,flier-systems-usa
Flower World Inc.,"Nursery, Grower, Greenhouse, Garden Center",,,"Flower World Inc., 9322 196th St. SE, Snohomish, WA 98296",Snohomish,WA,98296,360-668-9575,,officemanager@flowerworldusa.com,http://www.flowerworldusa.com,,,flower-world-inc
Flying Feather Orchards Inc.,Grower,,,"Flying Feather Orchards Inc., 21810 NE North Valley Rd., Newberg, OR 97132",Newberg,OR,97132,503-858-7865,,michael@hazelnut-farm.com,,,,flying-feather-orchards-inc
Forest Nursery Inc.,Nursery,,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest","Forest Nursery Inc., 3975 NW Susbauer Rd., Cornelius, OR 97113",Cornelius,OR,97113,503-648-8308,,vanessa@forestlandscapenursery.com,https://forestnurseryinc.com/,,,forest-nursery-inc
Four Seasons Nursery Inc.,Garden Center,,,"Four Seasons Nursery Inc., 5736 Crater Lake Ave., Central Point, OR 97502-9413",Central Point,OR,97502-9413,541-779-5603,541-830-8985,tim@fourseasonsnurseryonline.com,http://www.fourseasonsnurseryonline.com/,,,four_seasons_nursery_inc
Fourth Corner Nurseries,"Nursery, Grower",Plants,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada",,,,,360-592-2250,888-506-1236,salesdesk@fourthcornernurseries.com,http://www.fourthcornernurseries.com,"The largest propagator of indexed, seed-sourced native plants in the Pacific Northwest. We routinely propagate and grow over 500 species of native trees, shrubs, herbaceous perennials, bulbs and emergent plants, some rarely seen in cultivation. Our knowledgeable staff is committed to providing the highest quality restoration plant material.Please check out our catalog:http://fourthcornernurseries.com/",,fourth-corner-nurseries
Frank Henny & Sons Nursery,"Nursery, Grower",Plants,"Northeast, Upper Midwest, Mid-Atlantic, Pacific Northwest, Canada","Frank Henny & Sons Nursery, 9295 72nd Ave. NE, Brooks, OR 97305-9754",Brooks,OR,97305-9754,503-792-3379,503-792-3654,hennyandsons@gmail.com,,"We have been wholesale growers for over 65 years. Our material is field-grown, landscape-size B&B plants. Primary products are deciduous azaleas, holly, laurels, pieris, rhododendrons, sciadopitys and 12 varieties of boxwood some up to five feet.",,frank-henny-sons-nursery
French Prairie Gardens,"Grower, Greenhouse, Garden Center, Landscape Maintenance, Landscape Designer",,,"French Prairie Gardens, 17673 French Prairie Rd., St. Paul, OR 97137",St. Paul,OR,97137,503-633-8445,503-633-8442,info@fpgardens.com,http://www.fpgardens.com/,Grower of quality flowering annuals and perennials through the spring and summer months. We offer mixed hanging baskets in many sizes. Our family-owned nursery also grows bedding plants. Mixed planters are also available from a small 10-inch planter to large city baskets. Now offering landscape design services and compost.,,french-prairie-gardens
Friends of the Rogerson Clematis Collection,Educator or Researcher,,,,,,,971-777-4394,,info@rogersonclematiscollection.org,http://www.rogersonclematiscollection.org/,"The Rogerson Clematis Garden is located at Luscher Farm: 125 Rosemont Road, West Linn, OR 97068. It's open to visitors every day from dawn to dusk.With 1800 individual clematis representing over 800 taxa, that is, distinct species or cultivated varieties (cultivars), the Rogerson Clematis Garden contains the most comprehensive collection of clematis within a public garden in North America. Started by Brewster Rogerson in 1971, the collection contains unique and exceptionally rare plants, as well as historic clematis and the newest hybrids.Visit the Garden!",,friends-of-the-rogerson-clematis-co
Fusion Landscape Design,Landscape Designer,Landscape Professionals,,"Fusion Landscape Design, Fusion Landscape Design, Portland, OR 97215",Portland,OR,97215,503-758-0175,,Kristien@fusionlandscapedesign.com,http://www.fusionlandscapedesign.com,,,fusion-landscape-design
GK Machine,"Allied Service or Supplier, Greenhouse, Other","Equipment Sales, Leasing, Rental & Repair, Production Services & Supplies","Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada, Asia , Europe",,,,,503-678-5525,503-678-5693,joann@gkmachine.com,https://www.gkmachine.com/,"Since 1976, GK Machine has been manufacturing nursery equipment, bare-root tree diggers, over-the-row sprayers, pot-in-pot planters, drop trailers and tracking trailers. Full line of greenhouses, shade cloth/film, fans/heaters and accessories.GK produces agricultural equipment, quality manufactured equipment and 
greenhouse products of the highest quality, while providing excellent 
repair and part services to Oregon farmers. GK Machine designs, 
engineers and fabricates parts, engines and equipment and machinery for 
the various industries around the world; agriculture, transportation, 
construction and industrial manufacturers.","24-Hour Mobile Service and Repair; 4-Wheel Carts; Ball Diggers; Bare-Root Plant Diggers; Broadcast Spreaders; Carts, Nursery and Greenhouse; Chainsaws and Brushcutters; Composters; Controlled Release Fertilizers Consulting; Conveyors; Cooling Systems for Greenhouses; Coverings; EQUIPMENT; Equipment and Tractor Repair; FANS (Greenhouse Ventilation Equipment); FARM IMPLEMENTS; Field Trailers; FUEL TANKS; GREENHOUSE DESIGN; Greenhouse Manufacturing; Greenhouse Supplies; GREENHOUSE SYSTEMS and SUPPLIES; Greenhouse Systems Consulting; Greenhouses; Heating Systems for Greenhouses; INJECTORS, Fertilizer and Chemical; Irrigation Controllers; Irrigation Systems Consulting; NURSERY and GREENHOUSE MECHANIZATION; Parts; Polycarbonate Coverings; POLYETHYLENE; PORTABLE RESTROOMS; POTTING MACHINERY; POWER EQUIPMENT; PRUNING EQUIPMENT/MACHINES; SHADE CLOTH; Shading Systems Consulting; SMALL ENGINE REPAIR; SPRAYERS and ACCESSORIES; STORAGE CONTAINERS, Steel; Tools; Tracking Trailers; TRAILERS; TRUCK, TRAILER and EQUIPMENT SALES; WELDING FABRICATION and REPAIR; Wrought Iron Trellises",gk-machine
GMFI,Other,,,"GMFI, 13535 De Armond Rd., Monmouth, OR 97361",Monmouth,OR,97361,503-990-3290,,dayna@tilthpro.com,http://www.tilthpro.com,,,gmfi
GROWinBAG,Allied Service or Supplier,,,,,,,305-710-9628,,info@growinbag.com,http://www.growinbag.com.au,"""Think outside the pot™""GROWinBAG™is an international distributor ofEasy-Fill™ grow bag; an Australian designed grow bag invented by the family-owned company WHS Australia, which have manufacturedEasy-Fill™ grow bagfor more than 25 years.Easy-Fill™ grow bagsare heavy duty and made from high-quality raw materials with UV additives for durability, and extra strength handles easy maneuverability. In addition,Easy-Fill™ grow bagshave special root pruning qualities that will promote a healthier, more fibrous root system and prevent root circling within the bag. Substrate (potting mix) in theEasy-Fill™ grow bagscan be controlled and kept free from ground contaminants, and planting with grow bags will save you water.Easy-Fill™ grow bagsare manufactured to suit all climates and zones. With more than 25 millionEasy-Fill™ grow bagssold in over 20 countries, you can be confident thatEasy-Fill™ grow bagsare the reliable choice for all our customers over many years worldwide.If you want to know more about us, please feel free to contact us atinfo@growinbag.com",Fabric Containers,growinbag
Garden Gallery Iron Works,Allied Service or Supplier,,Pacific Northwest,"Garden Gallery Iron Works, PO Box 130, Hubbard, OR 97032",Hubbard,OR,97032,503-981-0297,503-982-2715,dspraguesales@aol.com,,"Decorative garden iron products, city baskets, arbors, trellis, plant stands, window baskets, commercial displays.",Arbors and Pergolas; GARDEN CENTER DISPLAYS; Garden Obelisks; HANGING BASKETS; Hanging Baskets - Hardware; TRELLISES,garden-gallery-iron-works
